Molecule ID,ext,External ID,Gene,Name,Source acc,Regulation (case/control),Validation,Scores
BB752,,P5F1B_HUMAN,POU5F1B;OTF3C;OTF3P1,POU domain;class 5;transcription factor 1-like protein 2,A_24_P214841,ratio: 4.7,ratio_log2fc: 2.23,,p-value: 1.22E-04
A591G,,GGA1_HUMAN,GGA1,ADP-ribosylation factor binding protein GGA1,A_24_P926400,ratio: 4.79,ratio_log2fc: 2.26,,p-value: 3.72E-03
A8130,,UBP6_HUMAN,tre;TRE17;USP6-short,Ubiquitin carboxyl-terminal hydrolase 6,A_24_P238040,ratio: 4.78,ratio_log2fc: 2.26,,p-value: 3.76E-04
A316K,,SPAG8_HUMAN,SPAG8;HSD-1;BS-84,Sperm-associated antigen 8,A_24_P412036,ratio: 4.74,ratio_log2fc: 2.24,,p-value: 2.47E-03
A563E,,ATHL1_HUMAN,ATHL1,Acid trehalase-like protein 1,A_23_P98686,ratio: 4.72,ratio_log2fc: 2.24,,p-value: 4.89E-04
A797H,,PF21B_HUMAN,PHF21B,PHD finger protein 21B,A_24_P113572,ratio: 4.72,ratio_log2fc: 2.24,,p-value: 1.70E-03
A6815,X,JHD2C_HUMAN,JMJD1C;JHDM2C;TRIP8,JMJC domain-containing histone demethylation protein 2C,A_32_P57140,ratio: 4.71,ratio_log2fc: 2.24,,p-value: 5.61E-04
A2682,,ZN175_HUMAN,ZNF175,Zinc finger protein 175,A_24_P916266,ratio: 4.6,ratio_log2fc: 2.20,,p-value: 1.31E-03
A5625,X,A1AG1_HUMAN,ORM1;AGP1;ORM2,Alpha-1-acid glycoprotein 1 precursor,A_23_P169494,ratio: 4.6,ratio_log2fc: 2.20,,p-value: 1.40E-05
B6569,,GOG8N_HUMAN,GOLGA8N,Golgin subfamily A member 8N,A_24_P316019,ratio: 4.69,ratio_log2fc: 2.23,,p-value: 4.82E-03
A5590,,SAA2_HUMAN,SAA2;HuSAA1g;HUSAA1G,Serum amyloid A-2 protein,A_23_P306203,ratio: 4.68,ratio_log2fc: 2.23,,p-value: 1.01E-03
A314G,,F118A_HUMAN,FAM118A,Protein FAM118A,A_23_P120973,ratio: 4.66,ratio_log2fc: 2.22,,p-value: 2.27E-06
A7265,,PA21B_HUMAN,PLA2G1B;PLA2;PLA2A,Phospholipase A2 precursor,A_24_P224116,ratio: 4.63,ratio_log2fc: 2.21,,p-value: 4.02E-04
A9722,,JIP4_HUMAN,SPAG9;HSS;MAPK8IP4,C-Jun-amino-terminal kinase-interacting protein 4,A_23_P356041,ratio: 4.63,ratio_log2fc: 2.21,,p-value: 4.70E-04
A234B,,ZN207_HUMAN,ZNF207,Zinc finger protein 207,A_24_P116766,ratio: 4.62,ratio_log2fc: 2.21,,p-value: 4.80E-03
A278F,,AL2CL_HUMAN,ALS2CL,ALS2 C-terminal-like protein,A_32_P420009,ratio: 4.62,ratio_log2fc: 2.21,,p-value: 2.09E-08
A769B,,ABCA6_HUMAN,ABCA6,ABC transporter ABCA6,A_24_P378581,ratio: 4.62,ratio_log2fc: 2.21,,p-value: 1.82E-03
A990G,,K895L_HUMAN,,Uncharacterized protein KIAA0895-like,A_24_P331655,ratio: 4.62,ratio_log2fc: 2.21,,p-value: 7.41E-05
A0953,,EPOR_HUMAN,EPOR,Erythropoietin receptor precursor,A_23_P367899,ratio: 4.59,ratio_log2fc: 2.20,,p-value: 1.99E-05
A0075,,SHAN1_HUMAN,SHANK1,SH3 and multiple ankyrin repeat domains protein 1,A_23_P208636,ratio: 4.56,ratio_log2fc: 2.19,,p-value: 7.01E-05
A6108,,CP11A_HUMAN,CYP11A1;CYP11A,Cytochrome P450 11A1;mitochondrial precursor,A_23_P129169,ratio: 4.54,ratio_log2fc: 2.18,,p-value: 6.17E-07
A2466,,ENDOU_HUMAN,ENDOU;P11,Placental protein 11 precursor,A_24_P347310,ratio: 4.49,ratio_log2fc: 2.17,,p-value: 4.61E-05
A3827,,K1C25_HUMAN,KRT25;KRT25A,Keratin;type I cytoskeletal 25,A_23_P15786,ratio: 4.49,ratio_log2fc: 2.17,,p-value: 8.24E-05
A4098,,COLQ_HUMAN,COLQ,Acetylcholinesterase collagenic tail peptide precursor,A_23_P212126,ratio: 4.48,ratio_log2fc: 2.16,,p-value: 4.42E-04
BM058,,Q9H8J7,,Hypothetical protein,A_23_P391938,ratio: 4.47,ratio_log2fc: 2.16,,p-value: 6.83E-05
A779K,,TM217_HUMAN,TMEM217,Transmembrane protein 217,A_32_P95757,ratio: 4.46,ratio_log2fc: 2.16,,p-value: 6.97E-05
A458F,,B4GN3_HUMAN,B4GALNT3;B4GalNac-T3,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 2,A_32_P49748,ratio: 4.44,ratio_log2fc: 2.15,,p-value: 2.51E-03
A018H,,KCNK3_HUMAN,KCNK3;TASK;TASK1,Potassium channel subfamily K member 3,A_23_P357724,ratio: 4.43,ratio_log2fc: 2.15,,p-value: 9.38E-04
A5163,X,SUN2_HUMAN,SUN2;UNC84B;FRIGG,Protein UNC-84 homolog B,A_32_P194115,ratio: 4.42,ratio_log2fc: 2.14,,p-value: 3.88E-03
BK303,,Q8TCU9,,Hypothetical protein,A_23_P359870,ratio: 4.41,ratio_log2fc: 2.14,,p-value: 8.89E-04
A8120,,UBP30_HUMAN,USP30,Ubiquitin carboxyl-terminal hydrolase 30,A_24_P87114,ratio: 4.3,ratio_log2fc: 2.11,,p-value: 8.52E-04
A4570,,ANTR1_HUMAN,ANTXR1;ATR;TEM8,Anthrax toxin receptor 1 precursor,A_24_P208595,ratio: 4.3,ratio_log2fc: 2.10,,p-value: 1.18E-04
BH151,,TRI73_HUMAN,TRIM73;TRIM50B,Tripartite motif-containing protein 73,A_24_P109375,ratio: 4.35,ratio_log2fc: 2.12,,p-value: 6.15E-04
BL485,,Q8NF72,,FLJ00297 protein,A_24_P940615,ratio: 4.35,ratio_log2fc: 2.12,,p-value: 1.30E-03
A022G,,CTSR2_HUMAN,CATSPER2,Cation channel sperm-associated protein 2,A_24_P181422,ratio: 4.33,ratio_log2fc: 2.12,,p-value: 1.99E-03
A0695,,ERRFI_HUMAN,ERRFI1;MIG6;MIG-6,Mitogen-inducible gene 6 protein,A_24_P11384,ratio: 4.32,ratio_log2fc: 2.11,,p-value: 3.27E-03
A252J,,ZDH11_HUMAN,ZDHHC11;UNQ598;ZNF399,Zinc finger DHHC domain containing protein 11,A_24_P153456,ratio: 4.2,ratio_log2fc: 2.07,,p-value: 4.14E-04
A8171,,ULK3_HUMAN,ULK3,Serine/threonine-protein kinase ULK3,A_23_P206107,ratio: 4.2,ratio_log2fc: 2.07,,p-value: 8.54E-05
A489F,,BEST3_HUMAN,BEST3;VMD2L3,Bestrophin-3,A_23_P150963,ratio: 4.29,ratio_log2fc: 2.10,,p-value: 4.50E-05
A693F,,CCNL2_HUMAN,CCNL2;SB138;HCLA-iso,Cyclin-L2,A_23_P217899,ratio: 4.27,ratio_log2fc: 2.09,,p-value: 5.75E-05
A4739,,CUZD1_HUMAN,CUZD1;UNQ224/PRO257;UNQ224,Transmembrane protein UO-44D,A_23_P47058,ratio: 4.26,ratio_log2fc: 2.09,,p-value: 6.90E-05
BJ921,,T2R19_HUMAN,TAS2R19;TAS2R23;TAS2R48,Taste receptor type 2 member 19,A_23_P340308,ratio: 4.26,ratio_log2fc: 2.09,,p-value: 9.38E-04
A1679,,CEL2B_HUMAN,CELA2B;ELA2B,Elastase 2B precursor,A_23_P51711,ratio: 4.25,ratio_log2fc: 2.09,,p-value: 9.24E-09
A173D,,F219B_HUMAN,FAM219B,Uncharacterized protein C15ORF17,A_23_P372771,ratio: 4.25,ratio_log2fc: 2.09,,p-value: 8.91E-06
A8434,X,ITIH4_HUMAN,ITIH4;IHRP;ITIHL1,Inter-alpha-trypsin inhibitor heavy chain H4 precursor,A_23_P109881,ratio: 4.24,ratio_log2fc: 2.08,,p-value: 8.32E-04
BF735,,STH_HUMAN,STH,Saitohin,A_24_P256512,ratio: 4.23,ratio_log2fc: 2.08,,p-value: 2.42E-04
A127F,,1A1L1_HUMAN,ACCS;PHACS,1-aminocyclopropane-1-carboxylate synthase-like protein 1,A_23_P24586,ratio: 4.22,ratio_log2fc: 2.08,,p-value: 6.29E-06
A1675,,FBLN1_HUMAN,FBLN1;PP213,Fibulin-1 precursor,A_23_P433016,ratio: 4.22,ratio_log2fc: 2.08,,p-value: 1.26E-03
A246E,,RN213_HUMAN,RNF213;mystr;ALO17,Ring finger protein 213,A_24_P306810,ratio: 4.22,ratio_log2fc: 2.08,,p-value: 2.42E-04
A6215,,CSAD_HUMAN,CSAD;pcap;CSD,Cysteine sulfinic acid decarboxylase,A_24_P27229,ratio: 4.22,ratio_log2fc: 2.08,,p-value: 1.03E-05
A7036,,KMT2C_HUMAN,KMT2C;MLL3;HALR,Histone-lysine N-methyltransferase 2C,A_32_P209472,ratio: 4.22,ratio_log2fc: 2.08,,p-value: 6.85E-04
B6371,,GG6L4_HUMAN,GOLGA6L4,Putative golgin subfamily A member 6-like protein 4,A_23_P358195,ratio: 4.21,ratio_log2fc: 2.07,,p-value: 3.47E-04
A434A,,FOXK1_HUMAN,FOXK1;MNF,Forkhead box K1,A_24_P101680,ratio: 4.19,ratio_log2fc: 2.07,,p-value: 3.33E-05
A8196,,WNK1_HUMAN,WNK1;PRKWNK1;HSN2,Serine/threonine-protein kinase WNK1,A_23_P84587,ratio: 4.19,ratio_log2fc: 2.07,,p-value: 1.40E-05
BK662,,Q8TEH8,,Hypothetical protein,A_23_P356646,ratio: 4.19,ratio_log2fc: 2.07,,p-value: 1.70E-06
BM259,,G3V1J7,,Hypothetical protein FLJ20802,A_23_P143285,ratio: 4.19,ratio_log2fc: 2.07,,p-value: 1.76E-06
A193G,,DUS2_HUMAN,DUSP2;PAC1,Dual specificity protein phosphatase 2,A_24_P37409,ratio: 4.18,ratio_log2fc: 2.06,,p-value: 1.76E-04
A324B,,BTNL9_HUMAN,BTNL9;UNQ1900/PRO4346;UNQ1900,Butyrophilin-like protein 9,A_32_P187951,ratio: 4.17,ratio_log2fc: 2.06,,p-value: 1.14E-03
B5459,,F27E3_HUMAN,FAM27E3,Protein FAM27E3,A_23_P348979,ratio: 4.17,ratio_log2fc: 2.06,,p-value: 1.92E-04
A745G,,HDA10_HUMAN,HDAC10,Histone deacetylase 10,A_23_P368740,ratio: 4.16,ratio_log2fc: 2.06,,p-value: 1.40E-06
A0245,,TNR16_HUMAN,NGFR;TNFRSF16,Tumor necrosis factor receptor superfamily member 16 precursor,A_23_P389897,ratio: 4.14,ratio_log2fc: 2.05,,p-value: 8.30E-04
A5467,,SLIK6_HUMAN,SLITRK6,SLIT and NTRK-like protein 6 precursor,A_23_P65307,ratio: 4.14,ratio_log2fc: 2.05,,p-value: 4.57E-04
A600F,,CAN8_HUMAN,CAPN8;NCL2,Calpain-8,A_23_P83381,ratio: 4.14,ratio_log2fc: 2.05,,p-value: 3.04E-03
A1021,,CSRP1_HUMAN,CSRP1;CSRP;CYRP,Cysteine-rich protein 1,A_24_P225448,ratio: 4.13,ratio_log2fc: 2.05,,p-value: 1.63E-03
A057I,,RASLC_HUMAN,RASL12;RIS,Ras-like protein family member 12,A_24_P150580,ratio: 4.12,ratio_log2fc: 2.04,,p-value: 4.85E-04
A0029,X,ANXA6_HUMAN,ANXA6;ANX6,Annexin A6,A_23_P357104,ratio: 4.07,ratio_log2fc: 2.03,,p-value: 9.49E-04
A0513,,SEM4C_HUMAN,SEMA4C;SEMAI;UNQ5855/PRO34487,Semaphorin-4C precursor,A_23_P9677,ratio: 4.04,ratio_log2fc: 2.01,,p-value: 1.54E-04
B0651,,AN36C_HUMAN,ANKRD36C,Protein immuno-reactive with anti-PTH polyclonal antibodies,A_24_P686992,ratio: 4.03,ratio_log2fc: 2.01,,p-value: 2.45E-04
A351G,X,F193B_HUMAN,FAM193B,Protein FAM193B,A_23_P213863,ratio: 4.02,ratio_log2fc: 2.01,,p-value: 1.90E-07
A416C,,S26A6_HUMAN,SLC26A6,Solute carrier family 26 member 6,A_23_P109895,ratio: 4.02,ratio_log2fc: 2.01,,p-value: 7.46E-04
B0442,,AGA10_HUMAN,AGAP10;BMS1P2;CTGLF7,Arf-GAP with GTPase;ANK repeat and PH domain-containing protein 10,A_32_P221958,ratio: 4.01,ratio_log2fc: 2.00,,p-value: 2.85E-03
A7118,X,NAV2_HUMAN,NAV2;HELAD1;POMFIL2,Neuron navigator 2,A_24_P933580,ratio: 3.99,ratio_log2fc: 2.00,,p-value: 1.54E-03
B0442,,AGA10_HUMAN,AGAP10;BMS1P2;CTGLF7,Arf-GAP with GTPase;ANK repeat and PH domain-containing protein 10,A_24_P729905,ratio: 3.99,ratio_log2fc: 2.00,,p-value: 1.03E-04
A6383,,DS13B_HUMAN,DUSP13;BEDP;MDSP,Dual specificity protein phosphatase 13,A_23_P104471,ratio: 3.98,ratio_log2fc: 1.99,,p-value: 6.25E-04
A314G,,F118A_HUMAN,FAM118A,Protein FAM118A,A_24_P922948,ratio: 3.97,ratio_log2fc: 1.99,,p-value: 1.42E-04
A459F,,B4GT2_HUMAN,B4GALT2,Beta-1;4-galactosyltransferase 2,A_24_P242440,ratio: 3.97,ratio_log2fc: 1.99,,p-value: 1.93E-04
B5457,,F27E1_HUMAN,FAM27E1,Putative protein FAM27E1,A_24_P458479,ratio: 3.97,ratio_log2fc: 1.99,,p-value: 9.17E-04
A981C,,CCD17_HUMAN,CCDC17,Coiled-coil domain-containing protein 17,A_23_P430800,ratio: 3.96,ratio_log2fc: 1.99,,p-value: 1.07E-03
A9975,,LEP_HUMAN,LEP;OB;OBS,Leptin precursor,A_24_P397817,ratio: 3.96,ratio_log2fc: 1.99,,p-value: 5.50E-04
BJ834,,RFL3S_HUMAN,RFPL3-AS1;RFPL3S,RFPL3S protein,A_24_P169048,ratio: 3.95,ratio_log2fc: 1.98,,p-value: 4.93E-04
A2502,,ATF6B_HUMAN,ATF6B;CREBL1;G13,Cyclic-AMP-dependent transcription factor ATF-6 beta,A_24_P419109,ratio: 3.93,ratio_log2fc: 1.97,,p-value: 7.55E-06
A3372,,DLX3_HUMAN,DLX3,Homeobox protein DLX-3,A_23_P308552,ratio: 3.93,ratio_log2fc: 1.97,,p-value: 6.30E-05
A627C,,TNPO2_HUMAN,TNPO2;TRN2,Transportin 2,A_24_P44891,ratio: 3.93,ratio_log2fc: 1.97,,p-value: 1.69E-04
A338H,,MFHA1_HUMAN,MASL1;MFHAS1,Malignant fibrous histiocytoma-amplified sequence 1,A_23_P112078,ratio: 3.92,ratio_log2fc: 1.97,,p-value: 9.62E-05
A3592,,MOGS_HUMAN,MOGS;GCS1,Mannosyl-oligosaccharide glucosidase,A_24_P414045,ratio: 3.92,ratio_log2fc: 1.97,,p-value: 1.20E-03
A2615,,MUC5B_HUMAN,MUC5B;MUC5;MG1,Mucin-5B,A_24_P102650,ratio: 3.89,ratio_log2fc: 1.96,,p-value: 1.58E-03
A609D,,K1614_HUMAN,,Uncharacterized protein KIAA1614,A_24_P913593,ratio: 3.86,ratio_log2fc: 1.95,,p-value: 1.74E-03
A2399,,ACAP3_HUMAN,ACAP3;CENTB5,ARF-GAP with coiled-coil;ANK repeat and PH domain containing protein 3,A_24_P281497,ratio: 3.85,ratio_log2fc: 1.94,,p-value: 2.17E-04
A247A,,BMS1_HUMAN,BMS1;BMS1L,Ribosome biogenesis protein BMS1 homolog,A_24_P615822,ratio: 3.84,ratio_log2fc: 1.94,,p-value: 3.96E-04
A301F,,AN13D_HUMAN,ANKRD13D,Ankyrin repeat domain 13 family;member D,A_24_P76105,ratio: 3.84,ratio_log2fc: 1.94,,p-value: 5.43E-04
A6285,,DDX56_HUMAN,DDX56;DDX21;NOH61,Probable ATP-dependent 61 kDa nucleolar RNA helicase,A_23_P168683,ratio: 3.84,ratio_log2fc: 1.94,,p-value: 2.85E-03
A826B,,AQP3_HUMAN,AQP3,Aquaporin 3,A_23_P112482,ratio: 3.83,ratio_log2fc: 1.94,,p-value: 3.44E-03
A0541,,RGPS1_HUMAN,RALGPS1;RALGEF2;RALGPS1A,RAS-specific guanine nucleotide-releasing factor RALGPS1,A_32_P221991,ratio: 3.81,ratio_log2fc: 1.93,,p-value: 3.02E-05
A3214,,LUZP1_HUMAN,LUZP1,Leucine zipper protein 1,A_23_P385084,ratio: 3.81,ratio_log2fc: 1.93,,p-value: 1.93E-03
A3234,,ZN692_HUMAN,ZNF692,Zinc finger protein 692,A_23_P170978,ratio: 3.79,ratio_log2fc: 1.92,,p-value: 1.70E-04
A4202,,RD23B_HUMAN,RAD23B,UV excision repair protein RAD23 homolog B,A_24_P406664,ratio: 3.79,ratio_log2fc: 1.92,,p-value: 2.46E-05
A6264,,DDX17_HUMAN,DDX17,ATP-dependent RNA helicase DDX17,A_23_P218784,ratio: 3.78,ratio_log2fc: 1.92,,p-value: 3.42E-04
A880C,,C144A_HUMAN,CCDC144A,Coiled-coil domain-containing protein 144A,A_24_P288915,ratio: 3.77,ratio_log2fc: 1.92,,p-value: 4.18E-03
A604B,,SHSA7_HUMAN,SHISA7,Protein SHISA-6-like,A_23_P310492,ratio: 3.76,ratio_log2fc: 1.91,,p-value: 2.40E-03
BA831,,NPIB3_HUMAN,NPIPB3;NPIPL3;Pps22-1,Nuclear pore complex-interacting protein family member B3,A_24_P725891,ratio: 3.75,ratio_log2fc: 1.91,,p-value: 7.19E-04
A7182,,NSMA3_HUMAN,SMPD4,Sphingomyelin phosphodiesterase 4,A_24_P276864,ratio: 3.73,ratio_log2fc: 1.90,,p-value: 1.75E-03
A9943,,IGLO5_HUMAN,IGLON5,Iglon family member 5,A_24_P271149,ratio: 3.73,ratio_log2fc: 1.90,,p-value: 2.88E-05
A0603,,GABR1_HUMAN,GABBR1;GPRC3A,Gamma-aminobutyric acid type B receptor;subunit 1 precursor,A_23_P93302,ratio: 3.72,ratio_log2fc: 1.90,,p-value: 3.68E-05
A321D,,EFCB2_HUMAN,EFCAB2,EF-hand calcium-binding domain-containing protein 2,A_24_P161367,ratio: 3.71,ratio_log2fc: 1.89,,p-value: 1.66E-04
A246B,,ZN462_HUMAN,ZNF462,Zinc finger protein 462,A_24_P936999,ratio: 3.6,ratio_log2fc: 1.85,,p-value: 5.70E-05
A2496,,ATF3_HUMAN,ATF3;ATF3deltaZip2exonD'DE'E;ATF3deltaZip2a,Cyclic-AMP-dependent transcription factor ATF-3,A_24_P33895,ratio: 3.6,ratio_log2fc: 1.85,,p-value: 5.61E-04
A2009,,HSP76_HUMAN,HSPA6;HSP70B',Heat shock 70 kDa protein 6,A_23_P114903,ratio: 3.69,ratio_log2fc: 1.88,,p-value: 8.63E-04
A9453,,PLXD1_HUMAN,PLXND1,Plexin-D1,A_23_P80752,ratio: 3.68,ratio_log2fc: 1.88,,p-value: 1.94E-04
B0651,,AN36C_HUMAN,ANKRD36C,Protein immuno-reactive with anti-PTH polyclonal antibodies,A_24_P135092,ratio: 3.67,ratio_log2fc: 1.87,,p-value: 7.71E-04
A4473,,KCIP2_HUMAN,KCNIP2;KCHIP2;KCHIP4.2,Kv channel interacting protein 2,A_23_P202189,ratio: 3.66,ratio_log2fc: 1.87,,p-value: 4.74E-05
A6404,,ECE1_HUMAN,ECE1,Endothelin-converting enzyme 1,A_24_P154080,ratio: 3.65,ratio_log2fc: 1.87,,p-value: 3.22E-04
A222H,,LY65C_HUMAN,LY6G5C;G5C;NG33,Lymphocyte antigen 6 complex locus protein G5C,A_24_P7584,ratio: 3.64,ratio_log2fc: 1.87,,p-value: 2.24E-05
A6294,,DGAT2_HUMAN,DGAT2;HMFN1045;UNQ738/PRO1433,Diacylglycerol acyltransferase 2,A_23_P53198,ratio: 3.64,ratio_log2fc: 1.86,,p-value: 2.70E-03
B0074,,A20A1_HUMAN,ANKRD20A1;ANKRD20A,Ankyrin repeat domain-containing protein 20A1,A_32_P66222,ratio: 3.64,ratio_log2fc: 1.86,,p-value: 1.90E-03
A9944,,IL10_HUMAN,IL10,Interleukin-10 precursor,A_23_P126735,ratio: 3.62,ratio_log2fc: 1.86,,p-value: 5.65E-05
BJ057,,ZN814_HUMAN,ZNF814,Zinc finger protein 814,A_24_P582763,ratio: 3.62,ratio_log2fc: 1.86,,p-value: 8.46E-04
A617D,,K1875_HUMAN,,WD repeat-containing protein KIAA1875,A_24_P282363,ratio: 3.61,ratio_log2fc: 1.85,,p-value: 4.00E-03
A886H,,PLIN5_HUMAN,PLIN5;LSDP5,Perilipin-5,A_23_P39251,ratio: 3.61,ratio_log2fc: 1.85,,p-value: 1.46E-04
A9739,X,PDLI5_HUMAN,PDLIM5;ENH;L9,PDZ and LIM domain protein 5,A_24_P24263,ratio: 3.5,ratio_log2fc: 1.81,,p-value: 8.62E-04
A6294,,DGAT2_HUMAN,DGAT2;HMFN1045;UNQ738/PRO1433,Diacylglycerol acyltransferase 2,A_24_P295791,ratio: 3.59,ratio_log2fc: 1.84,,p-value: 3.81E-03
A8532,,WFKN2_HUMAN,WFIKKN2;GASP1;WFIKKNRP,WAP;Kazal;immunoglobulin;Kunitz and NTR domain-containing protein 2 precursor,A_23_P429514,ratio: 3.59,ratio_log2fc: 1.84,,p-value: 7.56E-04
A9688,,ARH_HUMAN,LDLRAP1;ARH,LDL receptor adaptor protein-1,A_32_P216548,ratio: 3.59,ratio_log2fc: 1.84,,p-value: 1.44E-03
A061J,,U2QL1_HUMAN,UBE2QL1,Probable Ubiquitin-conjugating enzyme E2 FLJ25076,A_24_P479551,ratio: 3.58,ratio_log2fc: 1.84,,p-value: 2.43E-03
A2386,,RHG33_HUMAN,ARHGAP33;SNX26;TCGAP,Sorting nexin 26,A_23_P404730,ratio: 3.58,ratio_log2fc: 1.84,,p-value: 7.87E-05
A2458,,NSD2_HUMAN,WHSC1;MMSET;NSD2,Wolf-Hirschhorn syndrome candidate 1,A_23_P7301,ratio: 3.58,ratio_log2fc: 1.84,,p-value: 2.16E-03
A3167,X,LMBL1_HUMAN,L3MBTL;L3MBT;L3MBTL1,Lethal(3)malignant brain tumor-like protein,A_23_P210445,ratio: 3.58,ratio_log2fc: 1.84,,p-value: 2.50E-03
A4963,,MATN2_HUMAN,MATN2;UNQ193/PRO219;UNQ193,Matrilin-2,A_24_P179225,ratio: 3.57,ratio_log2fc: 1.84,,p-value: 2.03E-03
A8828,,HAP28_HUMAN,PDAP1;HASPP28,28 kDa heat- and acid-stable phosphoprotein,A_23_P151198,ratio: 3.57,ratio_log2fc: 1.84,,p-value: 1.60E-03
A0263,,CAPON_HUMAN,NOS1AP;CAPON,Nitric oxide synthase 1 (neuronal) adaptor protein,A_23_P74309,ratio: 3.57,ratio_log2fc: 1.83,,p-value: 3.25E-03
A0939,,KCNA5_HUMAN,KCNA5,Potassium voltage-gated channel subfamily A member 5,A_23_P417173,ratio: 3.56,ratio_log2fc: 1.83,,p-value: 3.96E-03
BA970,,NTM2A_HUMAN,NUTM2A;FAM22A,Family with sequence similarity 22;member A,A_32_P799227,ratio: 3.55,ratio_log2fc: 1.83,,p-value: 4.46E-04
A035B,,SON_HUMAN,SON;DBP5;NREBP,SON protein,A_23_P402733,ratio: 3.54,ratio_log2fc: 1.82,,p-value: 9.25E-06
A432I,,SIM2_HUMAN,SIM2;BHLHE15,Single-minded homolog 2,A_23_P301886,ratio: 3.54,ratio_log2fc: 1.82,,p-value: 2.39E-03
A322A,,CRY2_HUMAN,CRY2,Cryptochrome 2 (photolyase-like),A_24_P158587,ratio: 3.53,ratio_log2fc: 1.82,,p-value: 1.75E-03
A4841,,GOG8B_HUMAN,GOLGA8B;GOLGA8A,Golgin subfamily A member 8B,A_32_P59116,ratio: 3.52,ratio_log2fc: 1.82,,p-value: 2.87E-05
A4887,X,KLH17_HUMAN,KLHL17,KELCH-like protein 17,A_32_P359110,ratio: 3.52,ratio_log2fc: 1.82,,p-value: 4.58E-04
A7972,,TGM7_HUMAN,TGM7,Protein-glutamine gamma-glutamyltransferase Z,A_23_P117896,ratio: 3.52,ratio_log2fc: 1.82,,p-value: 2.75E-04
A0753,,CSK21_HUMAN,CSNK2A1;CK2A1,Casein kinase II;alpha chain,A_24_P76666,ratio: 3.52,ratio_log2fc: 1.81,,p-value: 2.09E-08
A6204,,CPT1B_HUMAN,CPT1B;CHKB,Carnitine palmitoyltransferase 1B,A_23_P218817,ratio: 3.52,ratio_log2fc: 1.81,,p-value: 2.98E-04
A955H,,PRLHR_HUMAN,PRLHR;GPR10;GR3,Prolactin-releasing peptide receptor,A_23_P97947,ratio: 3.52,ratio_log2fc: 1.81,,p-value: 8.79E-04
A7405,,PISD_HUMAN,PISD,Phosphatidylserine decarboxylase proenzyme,A_23_P143662,ratio: 3.51,ratio_log2fc: 1.81,,p-value: 5.88E-07
A274C,,OSBP2_HUMAN,OSBP2;ORP4;OSBPL4,Oxysterol-binding protein 2,A_23_P321935,ratio: 3.4,ratio_log2fc: 1.77,,p-value: 9.40E-05
A4422,,BEST1_HUMAN,BEST1;VMD2,Bestrophin 1,A_23_P104996,ratio: 3.4,ratio_log2fc: 1.77,,p-value: 3.29E-03
A761H,,PBX2_HUMAN,PBX2;G17,Pre-B-cell leukemia transcription factor-2,A_23_P214658,ratio: 3.4,ratio_log2fc: 1.77,,p-value: 1.27E-04
A8409,,ELAF_HUMAN,PI3;WAP3;WFDC14,Elafin precursor,A_23_P210465,ratio: 3.4,ratio_log2fc: 1.77,,p-value: 2.52E-06
A1529,X,MMP2_HUMAN,MMP2;CLG4A,72 kDa type IV collagenase precursor,A_23_P163787,ratio: 3.4,ratio_log2fc: 1.76,,p-value: 2.52E-04
A2335,,MYH7B_HUMAN,MYH7B,Myosin-7B,A_24_P130621,ratio: 3.4,ratio_log2fc: 1.76,,p-value: 1.08E-03
A3517,,SEPT4_HUMAN,Sep-04;ARTS;PNUTL2,Septin 4,A_23_P207003,ratio: 3.49,ratio_log2fc: 1.80,,p-value: 8.89E-04
A6949,,MA1C1_HUMAN,MAN1C1;pp6318;MAN1A3,Mannosyl-oligosaccharide 1;2-alpha-mannosidase IC,A_24_P237778,ratio: 3.49,ratio_log2fc: 1.80,,p-value: 2.75E-03
A120H,,LENG8_HUMAN,LENG8;pp13842;PP13842,Leukocyte receptor cluster member 8,A_24_P40055,ratio: 3.48,ratio_log2fc: 1.80,,p-value: 1.24E-04
A5305,,D19L2_HUMAN,DPY19L2;UNQ3127/PRO10284;UNQ3127,Protein DPY-19 homolog 2,A_23_P374250,ratio: 3.48,ratio_log2fc: 1.80,,p-value: 4.80E-03
BM070,,Q9P175,PRO2268,Hypothetical protein PRO2268,A_23_P257445,ratio: 3.48,ratio_log2fc: 1.80,,p-value: 4.08E-03
BM333,,Q9BT31,,Hypothetical protein,A_32_P127997,ratio: 3.48,ratio_log2fc: 1.80,,p-value: 4.75E-04
A011H,,KCNE1_HUMAN,KCNE1,Potassium voltage-gated channel subfamily E member 1,A_23_P154855,ratio: 3.47,ratio_log2fc: 1.80,,p-value: 1.08E-03
A9435,X,PACR_HUMAN,ADCYAP1R1,Pituitary adenylate cyclase activating polypeptide type I receptor precursor,A_32_P174905,ratio: 3.47,ratio_log2fc: 1.80,,p-value: 4.09E-04
B8357,,KI2S4_HUMAN,KIR2DS4;CD158I;KKA3,Killer cell immunoglobulin-like receptor 2DS4 precursor,A_24_P87746,ratio: 3.47,ratio_log2fc: 1.79,,p-value: 2.24E-03
A231E,,RCN3_HUMAN,RCN3;UNQ239/PRO272;UNQ239,Reticulocalbin 3 precursor,A_23_P67339,ratio: 3.46,ratio_log2fc: 1.79,,p-value: 1.33E-03
