Gene_Name	LoF_FDR_ExAC
ASH1L	3.54643E-23
ASH2L	0.000896232
ASIC1	0.002755059
ASIC2	0.01460445
ASIC3	0.2688271
ASIC4	0.007686251
ASIC5	0.3223852
ASIP	0.7446777
ASL	0.5685241
ASMT	0.9434994
ASMTL	0.3298097
ASNA1	0.2915683
ASNS	0.2364088
ASNSD1	0.5382656
ASPA	0.379078
ASPDH	0.6362091
ASPG	0.5271016
ASPH	0.05428345
ASPHD1	0.3710234
ASPHD2	0.06507569
ASPM	1.1408E-08
ASPN	0.1482642
ASPRV1	0.3236004
ASPSCR1	0.555392
ASRGL1	0.8186767
ASS1	0.2065263
ASTE1	0.8414207
ASTL	0.4925097
ASTN1	3.7267E-07
ASTN2	5.79438E-05
ASUN	0.000131069
ASXL1	0.5690484
ASXL2	1.34033E-07
ASXL3	3.01183E-13
ASZ1	0.3732635
ATAD1	0.05255629
ATAD2	1.1264E-12
ATAD2B	1.54834E-09
ATAD3A	0.1344997
ATAD3B	0.9535223
ATAD3C	0.5371232
ATAD5	1.01028E-14
ATAT1	0.06978571
ATCAY	0.265797
ATE1	0.00087513
ATF1	0.02637645
ATF2	0.01315076
ATF3	0.3203286
ATF4	0.0463669
ATF5	0.3026364
ATF6	0.06636523
ATF6B	0.5344939
ATF7	0.00541116
ATF7IP	5.70855E-09
ATF7IP2	0.000058489
ATG10	0.2607842
ATG12	0.2975146
ATG13	0.001241892
ATG14	0.01198234
ATG16L1	3.82724E-05
ATG16L2	0.9209814
ATG2A	8.82963E-10
ATG2B	4.44895E-07
ATG3	0.009233319
ATG4A	0.004132932
ATG4B	0.002002382
ATG4C	0.3546754
ATG4D	0.6152421
ATG5	0.007745269
ATG7	0.3003379
ATG9A	0.007216569
ATG9B	0.8540175
ATHL1	0.5980766
ATIC	0.7029025
ATL1	0.001256092
ATL2	1.49324E-05
ATL3	0.08566665
ATM	0.000943679
ATMIN	0.1818954
ATN1	2.05991E-05
ATOH1	0.154708
ATOH7	0.8994208
ATOH8	0.08210426
ATOX1	0.6939498
ATP10A	2.08512E-05
ATP10B	0.4347016
ATP10D	0.01551952
ATP11A	3.15274E-06
ATP11B	1.39023E-06
ATP11C	1.22542E-05
ATP12A	0.3251178
ATP13A1	0.000192306
ATP13A2	0.009247918
ATP13A3	5.77586E-08
ATP13A4	0.0370064
ATP13A5	0.8358193
ATP1A1	4.75742E-05
ATP1A2	0.01688699
ATP1A3	6.57438E-05
ATP1A4	0.1381926
ATP1B1	0.001568833
ATP1B2	0.06773363
ATP1B3	0.09250489
ATP1B4	0.2761399
ATP2A1	0.3274493
ATP2A2	0.001812382
ATP2A3	0.0145811
ATP2B1	2.7196E-06
ATP2B2	0.00022352
ATP2B3	0.000215063
ATP2B4	0.000305247
ATP2C1	7.29812E-05
ATP2C2	N/A
ATP4A	0.6147681
ATP4B	0.8362523
ATP5A1	0.000197156
ATP5B	0.01493643
ATP5C1	0.0603304
ATP5D	0.9805228
ATP5E	0.8242343
ATP5EP2	0.8741557
ATP5F1	0.2348238
ATP5G1	0.659423
ATP5G2	0.8195283
ATP5G3	0.1989838
ATP5H	0.5744674
ATP5I	0.632418
ATP5J	0.5405014
ATP5J2	0.2662235
ATP5J2-PTCD1	0.4717226
ATP5L	0.2857967
ATP5L2	0.4294238
ATP5O	0.07923083
ATP5S	0.8541724
ATP5SL	0.4920287
ATP6AP1	0.03487001
ATP6AP1L	0.1658475
ATP6AP2	0.1519897
ATP6V0A1	0.001144849
ATP6V0A2	0.04128618
ATP6V0A4	0.3291588
ATP6V0B	0.1085568
ATP6V0C	0.4083697
ATP6V0D1	0.01746603
ATP6V0D2	0.5551405
ATP6V0E1	0.4938379
ATP6V0E2	0.9904757
ATP6V1A	0.003552562
ATP6V1B1	0.2300138
ATP6V1B2	0.000766578
ATP6V1C1	0.1056302
ATP6V1C2	0.444381
ATP6V1D	0.3292437
ATP6V1E1	0.04988678
ATP6V1E2	0.2862281
ATP6V1F	0.3455154
ATP6V1G1	0.7451167
ATP6V1G2	0.2925741
ATP6V1G3	0.3574359
ATP6V1H	0.1810845
ATP7A	3.39589E-06
ATP7B	0.8485588
ATP8A1	7.79659E-07
ATP8A2	0.000956324
ATP8B1	0.04294547
ATP8B2	1.08983E-05
ATP8B3	0.8081066
ATP8B4	0.7119938
ATP9A	0.000003265
ATP9B	0.2041508
ATPAF1	0.6459566
ATPAF2	0.7040073
ATPBD4	0.3360364
ATPIF1	0.5164252
ATR	7.36921E-10
ATRIP	0.1205738
ATRN	1.46262E-10
ATRNL1	6.55848E-08
ATRX	1.41355E-12
ATXN1	0.02511708
ATXN10	0.003499413
ATXN1L	N/A
ATXN2	0.000254574
ATXN2L	1.58185E-07
ATXN3	0.02008398
ATXN3L	0.9962004
ATXN7	0.000168333
ATXN7L1	0.7501626
ATXN7L2	0.008854598
ATXN7L3	0.02399473
ATXN7L3B	0.9344565
AUH	0.3948971
AUP1	0.1341043
AURKA	0.09793679
AURKAIP1	0.8490492
AURKB	0.2067262
AURKC	0.1585667
AUTS2	5.32681E-05
AVEN	0.8074407
AVIL	0.1444225
AVL9	0.09874215
AVP	0.8716786
AVPI1	0.9927068
AVPR1A	0.9748118
AVPR1B	0.7285749
AVPR2	0.517777
AWAT1	0.4392879
AWAT2	0.1292157
AXDND1	0.08397994
AXIN1	0.00543657
AXIN2	0.005824757
AXL	0.000543122
AZGP1	0.3369407
AZI1	0.04758631
AZI2	0.01916269
AZIN1	0.000914018
AZU1	0.7907693
B2M	0.1237558
B3GALNT1	0.0829273
B3GALNT2	0.4519858
B3GALT1	0.09008599
B3GALT2	0.03753295
B3GALT4	0.1834707
B3GALT5	0.6678763
B3GALT6	0.9059304
B3GALTL	0.8985763
B3GAT1	0.114517
B3GAT2	0.9975309
B3GAT3	0.5702453
B3GNT1	0.4596515
B3GNT2	0.05556873
B3GNT3	0.4396449
B3GNT4	0.5579399
B3GNT5	0.06174555
B3GNT6	0.9924621
B3GNT7	0.08741661
B3GNT8	0.6960398
B3GNT9	0.7892025
B3GNTL1	0.8780784
B4GALNT1	0.3816336
B4GALNT2	0.5687653
B4GALNT3	0.03699949
B4GALNT4	0.02582831
B4GALT1	0.2310041
B4GALT2	0.1466732
B4GALT3	0.1112276
B4GALT4	0.8540175
B4GALT5	0.008409693
B4GALT6	0.001054969
B4GALT7	0.5195021
B9D1	0.2427938
B9D2	0.8338217
BAALC	0.9865719
BAAT	0.3627569
BABAM1	0.0797733
BACE1	0.03897548
BACE2	0.03360767
BACH1	0.01776328
BACH2	0.008942045
BAD	0.9588022
BAG1	N/A
BAG2	0.6458438
BAG3	0.003672075
BAG4	0.09594282
BAG5	0.1190975
BAG6	8.01604E-08
BAHD1	5.33165E-05
BAI1	0.000207263
BAI2	0.000113469
BAI3	8.67656E-15
BAIAP2	0.03779709
BAIAP2L1	0.0190633
BAIAP2L2	0.6357416
BAIAP3	0.6004421
BAK1	0.6836117
BAMBI	0.4628347
BANF1	0.2908971
BANF2	0.4673674
BANK1	0.1103886
BANP	0.01112876
BAP1	0.06174555
BARD1	0.5624666
BARHL1	0.7864095
BARHL2	0.3838266
BARX1	0.5986482
BARX2	0.1899244
BASP1	0.4976544
BATF	0.2008554
BATF2	0.3165675
BATF3	0.8587818
BAX	0.1098204
BAZ1A	8.00793E-12
BAZ1B	5.7788E-10
BAZ2A	2.57235E-13
BAZ2B	3.15588E-15
BBC3	0.8109912
BBIP1	N/A
BBOX1	0.9854902
BBS1	0.3189552
BBS10	0.7442662
BBS12	0.4490095
BBS2	0.4308063
BBS4	0.0151484
BBS5	0.4037016
BBS7	0.03795235
BBS9	0.009016589
BBX	5.75355E-06
BCAM	0.02220736
BCAN	0.01556665
BCAP29	0.03651837
BCAP31	0.1823172
BCAR1	2.15966E-06
BCAR3	0.000131069
BCAS1	0.09294752
BCAS2	0.6563416
BCAS3	1.05329E-06
BCAS4	0.7969127
BCAT1	0.4238127
BCAT2	0.9875279
BCCIP	0.4566367
BCDIN3D	0.3304207
BCHE	0.6458438
BCKDHA	0.8729772
BCKDHB	0.6896346
BCKDK	0.6384407
BCL10	0.338873
BCL11A	0.1165897
BCL11B	0.06394292
BCL2	0.6382627
BCL2A1	0.1960382
BCL2L1	0.09488548
BCL2L10	0.9791978
BCL2L11	0.000957112
BCL2L12	0.6819443
BCL2L13	0.07780335
BCL2L14	0.1210058
BCL2L15	0.7997107
BCL2L2	0.5582353
BCL2L2-PABPN1	0.1376801
BCL3	0.1815206
BCL6	0.000677464
BCL6B	0.179803
BCL7A	0.1842941
BCL7B	0.1372993
BCL7C	0.365749
BCL9	1.66383E-06
BCL9L	2.78948E-07
BCLAF1	N/A
BCMO1	0.3863699
BCO2	0.6861007
BCOR	1.4529E-08
BCORL1	0.000112746
BCR	1.59711E-06
BCS1L	0.8095517
BDH1	0.5251904
BDH2	0.9123113
BDKRB1	0.09743504
BDKRB2	0.1471852
BDNF	0.01025201
BDP1	1.96544E-07
BEAN1	N/A
BECN1	0.000162919
BEGAIN	0.03284003
BEND2	0.0178537
BEND3	0.02328646
BEND4	0.009818157
BEND5	0.4630757
BEND6	0.1279776
BEND7	0.06951847
BEST1	0.8817046
BEST2	1
BEST3	0.9244318
BEST4	0.915211
BET1	0.9218074
BET1L	0.3333185
BET3L	N/A
BEX1	0.2016822
BEX2	0.2987361
BEX4	0.1816271
BEX5	0.9844137
BFAR	0.1006329
BFSP1	0.6168691
BFSP2	0.3905739
BGLAP	0.9925033
BGN	0.02962072
BHLHA15	0.7969127
BHLHA9	N/A
BHLHB9	0.1740755
BHLHE22	0.33327
BHLHE23	0.9085424
BHLHE40	0.01878465
BHLHE41	N/A
BHMT	0.2613168
BHMT2	0.995308
BICC1	0.000197156
BICD1	0.007606676
BICD2	0.0533223
BID	0.9917288
BIK	0.9757919
BIN1	0.07000778
BIN2	0.158194
BIN3	0.3232414
BIRC2	0.001008176
BIRC3	0.004171609
BIRC5	0.3510696
BIRC6	3.12854E-29
BIRC7	0.4597538
BIRC8	0.9389756
BIVM	0.5139956
BLCAP	0.6257932
BLID	0.1628531
BLK	0.2123815
BLM	0.09449555
BLMH	0.09487309
BLNK	0.000268162
BLOC1S1	0.1570225
BLOC1S2	0.5762872
BLOC1S3	0.9971806
BLVRA	0.1558836
BLVRB	0.8949433
BLZF1	0.444381
BMF	0.06163477
BMI1	0.09282517
BMP1	0.000499551
BMP10	0.03179967
BMP15	0.151402
BMP2	0.01288903
BMP2K	0.002267155
BMP3	0.0914648
BMP4	0.00387104
BMP5	0.3173529
BMP6	0.005213587
BMP7	0.01518802
BMP8A	0.5448058
BMP8B	0.2555709
BMPER	0.05267285
BMPR1A	0.03322084
BMPR1B	1.37999E-05
BMPR2	4.30421E-06
BMS1	1.30365E-08
BMX	0.01836908
BNC1	0.001628525
BNC2	2.88703E-08
BNIP1	0.4846996
BNIP2	0.7503715
BNIP3	0.5902686
BNIP3L	0.2238212
BNIPL	0.9268517
BOC	0.002201403
BOD1	0.8658727
BOD1L1	4.32225E-14
BOD1L2	0.5629761
BOK	0.5156583
BOLA1	0.3140248
BOLA2	N/A
BOLA2B	N/A
BOLA3	0.5646621
BOLL	0.3646063
BOP1	0.300455
BORA	0.2565775
BPGM	0.4313391
BPHL	0.8293868
BPI	0.6821059
BPIFA1	0.4938744
BPIFA2	0.6630742
BPIFA3	0.303322
BPIFB1	0.5424915
BPIFB2	0.8353864
BPIFB3	0.2590865
BPIFB4	0.8440262
BPIFB6	0.7408308
BPIFC	0.2716169
BPNT1	0.545803
BPTF	2.58457E-17
BPY2	N/A
BPY2B	N/A
BPY2C	N/A
BRAF	9.45651E-05
BRAP	0.06166252
BRAT1	0.280011
BRCA1	0.3813607
BRCA2	5.71518E-06
BRCC3	0.8292512
BRD1	8.68063E-05
BRD2	4.03674E-09
BRD3	0.03493572
BRD4	7.03152E-09
BRD7	0.000239756
BRD8	0.003278277
BRD9	0.03197806
BRDT	0.01299361
BRE	0.01773572
BRF1	0.00685777
BRF2	0.4426227
BRI3	0.8981731
BRI3BP	0.6847458
BRIP1	0.1957771
BRIX1	0.005325531
BRK1	0.5616869
BRMS1	0.2747688
BRMS1L	0.1051381
BROX	0.07519196
BRP44	0.4633774
BRP44L	0.6454157
BRPF1	0.000012644
BRPF3	5.68381E-05
BRS3	0.02397937
BRSK1	0.01547781
BRSK2	0.01417601
BRWD1	6.52564E-15
BRWD3	2.38772E-11
BSCL2	0.04841076
BSDC1	0.02554374
BSG	0.1450217
BSN	2.86643E-17
BSND	0.9194686
BSPH1	N/A
BSPRY	0.7581583
BST1	0.9165475
BST2	0.9278316
BSX	0.657363
BTAF1	1.41042E-15
BTBD1	0.3841835
BTBD10	0.04133296
BTBD11	0.004386697
BTBD16	0.8485588
BTBD17	0.8936364
BTBD18	N/A
BTBD2	0.008065405
BTBD3	0.2937123
BTBD6	0.7003474
BTBD7	6.93349E-06
BTBD8	0.9204959
BTBD9	0.02627717
BTC	0.431777
BTD	0.8303646
BTF3	0.08741661
BTF3L4	0.7701865
BTG1	0.2522602
BTG2	0.8434053
BTG3	0.1604968
BTG4	0.2321589
BTK	0.004305433
BTLA	0.2254245
BTN1A1	0.9925033
BTN2A1	0.9976926
BTN2A2	0.1881156
BTN3A1	0.7302825
BTN3A2	0.9020924
BTN3A3	0.8049297
BTNL2	0.9133646
BTNL3	0.1472283
BTNL8	0.3442974
BTNL9	0.9806309
BTRC	0.001308621
BUB1	0.01121799
BUB1B	7.09973E-05
BUB3	0.09873892
BUD13	0.051729
BUD31	0.4406672
BVES	0.2954909
BYSL	0.09053845
BZRAP1	2.59186E-06
BZW1	0.1781193
BZW2	0.000279071
C10orf10	0.8896723
C10orf105	N/A
C10orf107	0.235997
C10orf11	0.1462001
C10orf111	0.704523
C10orf113	0.7567133
C10orf114	0.8826855
C10orf116	0.8622255
C10orf118	5.33165E-05
C10orf12	4.93897E-06
C10orf120	0.5244696
C10orf122	N/A
C10orf126	N/A
C10orf128	0.3661521
C10orf129	0.3832119
C10orf131	N/A
C10orf137	0.004184696
C10orf2	4.61106E-05
C10orf25	0.6351826
C10orf32	0.7003953
C10orf35	0.584968
C10orf47	0.8648835
C10orf53	0.926775
C10orf54	0.1092395
C10orf55	0.9809325
C10orf57	0.6458438
C10orf62	0.9556027
C10orf67	0.9617969
C10orf68	N/A
C10orf71	0.1985803
C10orf76	0.03300275
C10orf82	0.7421918
C10orf88	0.1792041
C10orf90	0.7420775
C10orf91	0.5439343
C10orf95	0.9904757
C10orf99	0.3700724
C11orf1	0.8749613
C11orf10	0.9815297
C11orf16	0.5333447
C11orf21	N/A
C11orf24	0.310889
C11orf30	3.65504E-10
C11orf31	0.9718017
C11orf35	0.9992044
C11orf40	0.9051437
C11orf41	3.41986E-05
C11orf42	0.6253334
C11orf44	N/A
C11orf45	0.7936432
C11orf48	0.7523768
C11orf49	0.5076052
C11orf52	0.8510638
C11orf53	0.9563016
C11orf54	0.2597783
C11orf57	0.009051276
C11orf58	0.2364088
C11orf63	0.6079686
C11orf65	1
C11orf67	0.7289784
C11orf68	0.4843065
C11orf70	0.6745268
C11orf71	0.8485588
C11orf72	0.9454692
C11orf73	0.04505796
C11orf74	0.5016409
C11orf75	1
C11orf80	0.1799576
C11orf82	0.5129513
C11orf83	0.9982591
C11orf84	0.1262017
C11orf85	0.3131041
C11orf86	N/A
C11orf87	0.6039104
C11orf88	0.2894982
C11orf9	0.000012861
C11orf91	N/A
C11orf93	N/A
C11orf94	0.9004287
C12orf10	0.307634
C12orf23	0.6911135
C12orf26	0.1308279
C12orf29	0.7446079
C12orf35	1.42925E-08
C12orf36	0.3954075
C12orf39	0.6842467
C12orf4	0.2966422
C12orf40	0.9059304
C12orf42	0.9328327
C12orf43	0.9396819
C12orf44	0.1860676
C12orf45	0.1926956
C12orf49	0.5676697
C12orf5	0.19532
C12orf50	0.02873734
C12orf52	0.5477203
C12orf53	0.02581503
C12orf54	0.3394589
C12orf55	0.08088256
C12orf56	0.9756791
C12orf57	0.7435663
C12orf59	0.4132075
C12orf60	0.741855
C12orf61	0.8205209
C12orf65	0.1756976
C12orf66	0.04227422
C12orf68	0.3029733
C12orf69	0.4217638
C12orf70	N/A
C12orf71	0.1975095
C12orf73	N/A
C12orf74	0.6132546
C12orf75	N/A
C12orf76	0.9983272
C12orf77	0.6554726
C13orf33	0.7926873
C13orf35	0.8203507
C13orf45	N/A
C14orf1	0.04988948
C14orf101	0.3968651
C14orf102	0.02656208
C14orf105	0.1425957
C14orf118	0.000741656
C14orf119	0.6701757
C14orf126	0.9335882
C14orf129	0.1636278
C14orf142	0.8841892
C14orf149	0.9706868
C14orf159	0.9411125
C14orf164	N/A
C14orf166	0.03131472
C14orf166B	0.2954909
C14orf176	N/A
C14orf177	0.7231167
C14orf178	0.9242615
C14orf180	0.7311885
C14orf182	0.9040753
C14orf183	0.4341849
C14orf2	0.3371107
C14orf28	0.7969103
C14orf37	0.1091378
C14orf38	N/A
C14orf39	0.000810959
C14orf43	3.32449E-07
C14orf45	0.1636278
C14orf79	0.8595489
C14orf80	0.3938153
C14orf93	0.1769085
C15orf23	0.6625446
C15orf26	0.02478797
C15orf27	0.9005205
C15orf29	0.2394567
C15orf32	0.4796339
C15orf37	0.3919239
C15orf38	0.9231629
C15orf38-AP3S2	0.9044085
C15orf39	0.000241822
C15orf40	0.3210434
C15orf41	0.22558
C15orf43	0.8453575
C15orf44	0.3038933
C15orf48	0.8847508
C15orf52	0.02014537
C15orf53	0.2712955
C15orf54	0.8985076
C15orf55	0.002468108
C15orf56	0.9149232
C15orf57	0.1352498
C15orf59	0.1681449
C15orf60	0.4379556
C15orf61	N/A
C15orf62	N/A
C15orf63	0.7924569
C16orf11	0.861777
C16orf13	0.8706789
C16orf3	0.9850334
C16orf45	0.2794601
C16orf46	0.6131713
C16orf48	0.8664169
C16orf5	0.1369249
C16orf52	N/A
C16orf53	0.3163411
C16orf54	0.1834728
C16orf55	0.9786458
C16orf57	0.2704376
C16orf58	0.9484736
C16orf59	0.6586643
C16orf62	0.02076605
C16orf7	0.1546614
C16orf70	0.009390063
C16orf71	0.7289784
C16orf72	0.003205716
C16orf73	0.8536936
C16orf74	0.877799
C16orf78	0.4356014
C16orf79	0.7328416
C16orf80	0.7804791
C16orf86	0.1163652
C16orf87	0.4155578
C16orf88	0.5574087
C16orf89	0.9187879
C16orf90	0.6576837
C16orf91	0.7724735
C16orf92	0.7146743
C16orf93	0.9024617
C16orf95	N/A
C16orf96	0.8273793
C16orf97	N/A
C16orf98	0.7647594
C17orf100	0.9924621
C17orf101	0.6661425
C17orf102	0.9888421
C17orf103	0.4281125
C17orf104	0.000113469
C17orf105	N/A
C17orf107	N/A
C17orf108	0.5617775
C17orf109	N/A
C17orf110	N/A
C17orf112	N/A
C17orf28	0.01964835
C17orf47	0.28073
C17orf49	0.8028055
C17orf50	0.9860444
C17orf51	N/A
C17orf53	0.4189126
C17orf58	0.5289474
C17orf59	N/A
C17orf61	0.9992313
C17orf62	0.8523977
C17orf64	0.4827272
C17orf66	0.2628405
C17orf67	0.9514556
C17orf70	0.02393376
C17orf72	N/A
C17orf74	0.6056026
C17orf75	0.001053183
C17orf77	0.8019749
C17orf78	0.3921878
C17orf79	0.1132804
C17orf80	0.210894
C17orf81	0.7905788
C17orf82	0.9646018
C17orf85	0.000615045
C17orf89	N/A
C17orf96	N/A
C17orf97	0.9585263
C17orf98	0.3137994
C17orf99	N/A
C18orf1	0.1671554
C18orf21	0.6671681
C18orf25	0.004578474
C18orf26	0.1498214
C18orf32	0.6300486
C18orf34	0.9640328
C18orf42	N/A
C18orf54	0.4882999
C18orf56	0.8232041
C18orf62	0.8112605
C18orf63	N/A
C18orf8	1.34546E-06
C19orf10	0.979724
C19orf12	0.1723068
C19orf18	0.7712685
C19orf21	0.7926906
C19orf24	N/A
C19orf25	0.7181035
C19orf26	0.4207577
C19orf33	0.6081821
C19orf35	0.7406468
C19orf38	N/A
C19orf40	0.8985916
C19orf42	0.2747688
C19orf43	0.8343039
C19orf44	0.7591462
C19orf45	1
C19orf47	0.03281512
C19orf48	0.2850196
C19orf52	0.9755299
C19orf53	0.5267495
C19orf54	0.6484101
C19orf55	0.448844
C19orf57	0.2004539
C19orf59	0.09961183
C19orf6	0.02845499
C19orf60	0.6008175
C19orf66	0.05148856
C19orf67	N/A
C19orf70	0.8048107
C19orf71	N/A
C19orf73	0.5448058
C19orf76	0.8382048
C19orf77	N/A
C19orf80	0.9799253
C19orf81	N/A
C19orf82	N/A
C1D	0.2266886
C1GALT1	0.01847796
C1GALT1C1	0.1190248
C1orf100	0.6659848
C1orf101	0.2115879
C1orf105	0.7997107
C1orf106	0.07250518
C1orf109	0.9513914
C1orf110	0.7934148
C1orf111	0.7550811
C1orf112	0.1160809
C1orf114	0.193422
C1orf115	0.3798077
C1orf116	0.007195409
C1orf122	0.9557981
C1orf123	0.9640328
C1orf127	0.0485993
C1orf129	0.0680721
C1orf130	0.7581908
C1orf131	0.9250822
C1orf135	0.9549328
C1orf137	N/A
C1orf141	0.490247
C1orf145	0.8834322
C1orf146	0.2583757
C1orf147	0.7994255
C1orf150	0.4268312
C1orf158	0.9879534
C1orf159	0.4954952
C1orf162	0.7454775
C1orf167	0.4388085
C1orf168	0.9971849
C1orf172	0.09858705
C1orf173	0.8340666
C1orf174	0.3365557
C1orf177	0.8320142
C1orf182	0.7126869
C1orf185	N/A
C1orf186	0.699039
C1orf187	0.9863405
C1orf189	0.8551006
C1orf192	0.9903459
C1orf194	0.9984712
C1orf195	N/A
C1orf198	0.542708
C1orf200	0.8430203
C1orf201	0.4985401
C1orf204	0.9194686
C1orf21	0.1057946
C1orf210	0.9085657
C1orf212	0.790759
C1orf213	0.9248562
C1orf216	0.2533999
C1ORF220	0.5505624
C1orf226	0.06793045
C1orf227	0.3348379
C1orf228	N/A
C1orf229	0.7452494
C1orf233	N/A
C1orf27	0.5121961
C1orf31	0.6581601
C1orf35	0.6468779
C1orf43	0.05465155
C1orf50	0.6821059
C1orf51	0.0310147
C1orf52	0.4026137
C1orf53	0.549664
C1orf54	0.1893858
C1orf56	0.895026
C1orf61	0.5819982
C1orf63	0.976519
C1orf64	0.6815669
C1orf65	0.8421269
C1orf68	N/A
C1orf74	0.1201787
C1orf85	0.8339651
C1orf86	0.1520261
C1orf87	0.9720677
C1orf88	0.7654178
C1orf94	0.09145284
C1orf95	0.9145776
C1QA	0.4962663
C1QB	0.5969147
C1QBP	0.7452097
C1QC	0.6622751
C1QL1	N/A
C1QL2	0.584968
C1QL3	0.4755997
C1QL4	0.4293214
C1QTNF1	0.801708
C1QTNF2	0.5045328
C1QTNF3	0.5463753
C1QTNF4	0.3627076
C1QTNF5	0.3453296
C1QTNF6	0.629464
C1QTNF7	0.4847876
C1QTNF8	1
C1QTNF9	0.7060055
C1QTNF9B	0.7781575
C1RL	0.4677406
C1S	0.000296946
C2	0.246312
C20orf111	0.1271961
C20orf112	0.007610194
C20orf118	0.1557496
C20orf141	0.9552236
C20orf144	0.9971806
C20orf151	0.1126555
C20orf152	0.3069513
C20orf160	0.9064263
C20orf166	0.9764065
C20orf173	N/A
C20orf194	0.000114387
C20orf195	0.6587603
C20orf196	0.2751947
C20orf197	0.6061639
C20orf20	0.1910031
C20orf201	0.902697
C20orf202	N/A
C20orf24	0.05030143
C20orf26	0.03873489
C20orf27	0.7084735
C20orf43	0.3781894
C20orf72	0.1447851
C20orf78	N/A
C20orf79	0.8151183
C20orf85	0.9257491
C20orf94	0.4448379
C20orf96	0.9047444
C21orf128	0.5531855
C21orf2	0.4155578
C21orf33	0.5425093
C21orf56	0.982909
C21orf58	0.9140111
C21orf59	0.4549065
C21orf62	0.5995567
C21orf7	0.7119938
C21orf91	0.2806537
C22orf13	0.4439128
C22orf15	0.5544644
C22orf23	0.739581
C22orf24	0.9905209
C22orf25	0.6300486
C22orf26	0.8179254
C22orf28	0.02822602
C22orf29	0.7985814
C22orf31	0.3951959
C22orf32	0.8551236
C22orf39	1
C22orf42	0.9513914
C22orf43	0.6316692
C22orf46	N/A
C2CD2	0.0619629
C2CD2L	0.000616645
C2CD3	5.69184E-05
C2CD4A	0.8340666
C2CD4B	0.5970637
C2CD4C	N/A
C2CD4D	N/A
C2orf15	0.7615687
C2orf16	0.07319073
C2orf18	0.5419821
C2orf27A	N/A
C2orf27B	N/A
C2orf28	0.5550056
C2orf29	0.01497889
C2orf40	0.7100246
C2orf42	0.02985932
C2orf43	0.3388085
C2orf44	0.267354
C2orf47	0.4072487
C2orf48	0.3710234
C2orf49	0.1847865
C2orf50	0.6930523
C2orf51	0.9791978
C2orf53	0.9919588
C2orf54	0.860268
C2orf55	N/A
C2orf56	0.6997205
C2orf57	0.7684384
C2orf61	0.2215975
C2orf62	0.6116752
C2orf63	0.5203858
C2orf65	0.7365607
C2orf66	0.9692214
C2orf68	0.645247
C2orf69	0.3692157
C2orf70	0.8240326
C2orf71	0.05490157
C2orf72	N/A
C2orf73	0.4641873
C2orf76	0.785818
C2orf77	0.7978671
C2orf78	0.07326549
C2orf80	0.3364713
C2orf82	0.727669
C2orf83	0.740543
C2orf88	0.8380549
C2orf91	N/A
C3	3.7129E-07
C3AR1	0.5164252
C3orf14	0.9619283
C3orf15	0.2536712
C3orf17	0.3294095
C3orf18	0.8488489
C3orf19	0.07164338
C3orf20	0.5746901
C3orf22	0.3527823
C3orf23	0.3057641
C3orf24	0.6054295
C3orf26	0.2954909
C3orf27	0.8048579
C3orf30	0.5530517
C3orf32	0.7051982
C3orf33	0.9258228
C3orf35	0.5467538
C3orf36	0.928188
C3orf37	0.3825823
C3orf38	0.1829164
C3orf43	N/A
C3orf45	0.8782665
C3orf52	1
C3orf55	0.5746901
C3orf56	0.9859786
C3orf58	0.3546989
C3orf62	0.5425863
C3orf65	0.4110285
C3orf67	0.09203176
C3orf70	0.7523768
C3orf71	0.3960572
C3orf72	0.7233983
C3orf75	0.7756742
C3orf77	N/A
C3orf78	N/A
C3orf79	0.4316679
C3orf80	N/A
C4A	N/A
C4B	N/A
C4BPA	0.04602208
C4BPB	0.8513792
C4orf17	0.9621135
C4orf19	0.6342814
C4orf21	0.4434554
C4orf22	0.8282665
C4orf26	0.1879004
C4orf27	0.3996759
C4orf29	0.4656967
C4orf3	0.06924593
C4orf32	0.7670513
C4orf33	0.3630639
C4orf34	0.290826
C4orf36	0.8993615
C4orf37	0.7004641
C4orf40	0.7605126
C4orf45	0.7860561
C4orf46	0.528649
C4orf47	N/A
C4orf48	N/A
C4orf50	0.8771176
C4orf51	0.05776623
C4orf52	N/A
C4orf6	1
C5	0.000904518
C5AR1	0.5557507
C5orf15	0.7905788
C5orf20	0.5360893
C5orf22	0.0364823
C5orf24	0.1901483
C5orf25	0.5699913
C5orf28	0.8065188
C5orf30	0.06956165
C5orf34	0.2870272
C5orf38	0.4804821
C5orf4	0.7347552
C5orf42	0.0400651
C5orf43	0.5219265
C5orf44	0.04338931
C5orf45	0.4638285
C5orf46	0.3461376
C5orf47	N/A
C5orf48	0.5468418
C5orf49	0.4057917
C5orf51	0.157286
C5orf52	N/A
C5orf54	0.1122016
C5orf55	0.7735403
C5orf56	0.5424915
C5orf58	0.8622936
C5orf60	N/A
C5orf62	1
C5orf63	N/A
C5orf64	0.6472916
C5orf65	N/A
C6	0.09122834
C6orf1	0.1534815
C6orf10	0.8540175
C6orf106	0.2791025
C6orf108	0.9484736
C6orf118	0.9973452
C6orf120	0.8029423
C6orf130	0.1450135
C6orf132	N/A
C6orf136	0.09549276
C6orf141	N/A
C6orf15	0.6469021
C6orf162	0.8485588
C6orf163	N/A
C6orf165	0.137464
C6orf170	0.006212857
C6orf195	0.9483577
C6orf201	0.5544644
C6orf203	0.5553189
