gene	transcript	canonical	obs_lof	exp_lof	oe_lof	oe_lof_lower	oe_lof_upper	obs_mis	exp_mis	oe_mis	oe_mis_lower	oe_mis_upper	obs_syn	exp_syn	oe_syn	oe_syn_lower	oe_syn_upper	lof_z	mis_z	syn_z	pLI	pRec	pNull	gene_issues
ABTB1	ENST00000232744	True	12.0	25.813000000000002	0.46488999999999997	0.297	0.753	296.0	312.73	0.9465100000000001	0.86	1.042	150.0	135.07	1.1105	0.972	1.272	2.5338	0.34315999999999997	-1.0058	2.2755e-05	0.9957600000000001	0.004213399999999999	[]
ABTB2	ENST00000435224	True	13.0	43.291000000000004	0.30029	0.195	0.477	498.0	592.18	0.84096	0.781	0.906	237.0	261.08	0.9077700000000001	0.816	1.011	4.2906	1.404	1.1668	0.0030225	0.99698	7.6443e-07	[]
AC002310.13	ENST00000568114	True	1.0	2.5034	0.39945	0.138	1.616	61.0	52.236000000000004	1.1678	0.949	1.445	24.0	24.136999999999997	0.99431	0.719	1.398	0.88556	-0.43993000000000004	0.021894999999999998	0.18528	0.65592	0.1588	[]
AC002365.1	ENST00000445307	True	7.0	7.1492	0.97913	0.553	1.727	53.0	91.73899999999999	0.57773	0.462	0.726	34.0	32.597	1.043	0.793	1.389	0.05201	1.4673	-0.19236	2.6748000000000002e-05	0.33026	0.66971	[]
AC002472.13	ENST00000342608	True	19.0	16.749000000000002	1.1344	0.79	1.65	169.0	207.57	0.81417	0.717	0.925	78.0	90.029	0.86639	0.721	1.046	-0.51257	0.9712700000000001	0.99256	6.1466e-14	0.0082265	0.99177	[]
AC002553.1	ENST00000442828	True	1.0	1.7429	0.5737399999999999	0.187	1.796	6.0	11.444	0.5243	0.286	1.035	0.0	3.2231	0.0	0.0	0.92	0.52447	0.5837899999999999	1.4056	0.1348	0.63422	0.23098000000000002	[]
AC003002.4	ENST00000597658	True	3.0	3.2132	0.9336399999999999	0.407	1.833	60.0	52.63399999999999	1.1399	0.925	1.413	15.0	20.865	0.71891	0.48	1.107	0.11085999999999999	-0.36833	1.0053	0.007625	0.56021	0.43216000000000004	[]
AC003002.6	ENST00000596400	True	1.0	4.4946	0.22249000000000002	0.078	1.049	70.0	96.23100000000001	0.72742	0.599	0.887	32.0	37.4	0.85562	0.645	1.149	1.5362	0.97006	0.6913	0.3545	0.59597	0.049527999999999996	[]
AC003006.7	ENST00000594684	True	3.0	3.213	0.9337	0.407	1.833	81.0	78.538	1.0313	0.861	1.241	35.0	30.537	1.1462	0.874	1.519	0.11077000000000001	-0.10077	-0.6324	0.0076242	0.56019	0.43218	[]
AC003043.1	ENST00000597382	True	0.0	0.0	0.0	0.0	0.0	1.0	2.9766	0.33596	0.117	1.473	1.0	1.2324	0.8114100000000001	0.236	1.869	0.0	0.41562	0.16392	0.0	0.0	0.0	"[""no_exp_lof""]"
AC003101.1	ENST00000412403	True	5.0	4.3238	1.1564	0.581	1.874	62.0	75.205	0.8244100000000001	0.671	1.019	30.0	31.717	0.94586	0.707	1.283	-0.30306	0.5524100000000001	0.23872	0.00025543	0.33525	0.6644899999999999	[]
AC003102.1	ENST00000399246	True	0.0	0.0	0.0	0.0	0.0	16.0	15.168	1.0549	0.713	1.592	3.0	5.5705	0.53856	0.244	1.37	0.0	-0.077498	0.8527	0.0	0.0	0.0	"[""no_exp_lof""]"
AC004076.7	ENST00000597410	True	0.0	0.9346700000000001	0.0	0.0	1.74	4.0	7.1228	0.56157	0.275	1.279	1.0	2.7753	0.36032	0.125	1.535	0.90102	0.42449	0.83435	0.39338	0.48134	0.12528	[]
AC004076.9	ENST00000596831	True	5.0	7.0669	0.7075199999999999	0.368	1.465	62.0	63.867	0.9707600000000001	0.79	1.199	20.0	22.334	0.89549	0.629	1.301	0.72463	0.084759	0.38671	0.0014593	0.6865899999999999	0.31195	[]
AC004381.6	ENST00000261377	True	20.0	37.1	0.53908	0.378	0.783	310.0	404.33	0.7667	0.698	0.842	148.0	154.87	0.95565	0.835	1.095	2.6165	1.7018	0.43215	2.889e-09	0.99535	0.0046494	[]
AC004466.1	ENST00000599515	True	3.0	0.85455	3.5106	0.773	1.962	60.0	62.66	0.95755	0.777	1.187	24.0	25.541	0.93965	0.68	1.321	-2.163	0.12190999999999999	0.2388	0.001505	0.26715	0.73135	[]
AC004899.1	ENST00000596947	True	0.0	0.0	0.0	0.0	0.0	74.0	42.931000000000004	1.7237	1.418	1.953	31.0	20.21	1.5339	1.143	1.913	0.0	-1.7203	-1.8791	0.0	0.0	0.0	"[""no_exp_lof""]"
AC005003.1	ENST00000504184	True	0.0	1.5317	0.0	0.0	1.54	75.0	75.65	0.99141	0.822	1.201	31.0	35.093	0.88336	0.663	1.192	1.1534	0.027104000000000003	0.54098	0.46219	0.45236000000000004	0.085444	[]
AC005008.2	ENST00000431501	True	8.0	6.6553	1.202	0.692	1.859	48.0	55.896	0.8587299999999999	0.68	1.092	19.0	19.679000000000002	0.9655	0.673	1.416	-0.48578000000000005	0.38315	0.11984000000000002	1.9288e-06	0.14903	0.8509700000000001	[]
AC005082.1	ENST00000366347	True	0.0	0.24969	0.0	0.0	1.872	6.0	11.394	0.52661	0.287	1.039	0.0	3.7136	0.0	0.0	0.803	0.4657	0.5796899999999999	1.5088	0.31494	0.49787	0.18719	[]
AC005358.1	ENST00000609971	True	3.0	28.557	0.10505	0.047	0.272	345.0	378.42	0.9116799999999999	0.834	0.997	185.0	164.96	1.1215	0.994	1.267	4.4572	0.62327	-1.2218	0.99441	0.0055863	5.293399999999999e-09	[]
AC005477.1	ENST00000542853	True	0.0	0.0	0.0	0.0	0.0	49.0	66.031	0.7420800000000001	0.589	0.942	17.0	23.025	0.73831	0.504	1.107	0.0	0.76034	0.98314	0.0	0.0	0.0	"[""no_exp_lof""]"
AC005481.5	ENST00000409610	True	0.0	1.2984	0.0	0.0	1.627	72.0	76.755	0.93806	0.775	1.141	37.0	35.408	1.045	0.803	1.375	1.062	0.19688	-0.20951	0.43543000000000004	0.46502	0.09955399999999999	[]
AC005493.1	ENST00000399077	True	0.0	0.0	0.0	0.0	0.0	5.0	8.9851	0.55647	0.29	1.169	3.0	3.0692	0.97744	0.422	1.85	0.0	0.48231	0.03094	0.0	0.0	0.0	"[""no_exp_lof""]"
AC005544.1	ENST00000375684	True	2.0	0.95744	2.0889	0.53	1.941	80.0	114.15	0.70084	0.584	0.844	35.0	49.336000000000006	0.70943	0.541	0.941	-0.9929899999999999	1.1595	1.598	0.013659000000000001	0.44846	0.53788	[]
AC005549.3	ENST00000601918	True	0.0	0.0	0.0	0.0	0.0	4.0	4.789	0.83525	0.406	1.722	9.0	2.4436	3.6831	1.267	1.982	0.0	0.13079000000000002	-3.2838	0.0	0.0	0.0	"[""no_exp_lof""]"
AC005609.1	ENST00000502505	True	3.0	3.6537	0.8210799999999999	0.364	1.771	128.0	132.91	0.96309	0.833	1.115	63.0	65.71300000000001	0.9587200000000001	0.782	1.182	0.31874	0.15435	0.262	0.009876399999999999	0.6154	0.37472	[]
AC005841.1	ENST00000382678	True	12.0	7.3951	1.6227	0.986	1.946	147.0	163.54	0.89886	0.785	1.031	75.0	66.374	1.13	0.937	1.369	-1.5782	0.46924	-0.8289799999999999	2.7570999999999997e-10	0.011831999999999999	0.9881700000000001	[]
AC006372.1	ENST00000444154	True	0.0	0.0	0.0	0.0	0.0	65.0	91.116	0.71338	0.583	0.877	24.0	36.979	0.6490100000000001	0.469	0.913	0.0	0.99255	1.6711	0.0	0.0	0.0	"[""no_exp_lof""]"
AC006435.1	ENST00000609667	True	9.0	5.4067	1.6646	0.924	1.948	104.0	93.17299999999999	1.1162	0.951	1.314	34.0	37.898	0.8971299999999999	0.682	1.194	-1.4402	-0.4069	0.49581000000000003	6.210200000000001e-08	0.039819	0.9601799999999999	[]
AC006486.1	ENST00000378108	True	1.0	1.5038	0.665	0.208	1.834	80.0	83.087	0.96285	0.803	1.16	33.0	31.943	1.0331	0.782	1.381	0.38286	0.12285	-0.14637	0.12084	0.62171	0.25745999999999997	[]
AC006486.9	ENST00000594664	True	0.0	7.7943	0.0	0.0	0.384	40.0	99.56299999999999	0.40176	0.311	0.523	30.0	40.376999999999995	0.7429899999999999	0.555	1.008	2.6019	2.1655	1.2786	0.91351	0.08593300000000001	0.00056208	[]
AC006538.4	ENST00000586572	True	1.0	1.7602	0.56812	0.185	1.792	63.0	67.399	0.93473	0.762	1.153	37.0	32.541	1.137	0.874	1.496	0.534	0.1944	-0.612	0.13584000000000002	0.6350100000000001	0.22914	[]
AC006547.14	ENST00000439765	True	10.0	16.093	0.6214	0.382	1.054	135.0	170.28	0.79282	0.688	0.915	70.0	78.722	0.8892	0.732	1.085	1.4154	0.98075	0.76967	1.3969000000000001e-05	0.8563700000000001	0.14362	[]
AC006946.15	ENST00000441544	True	2.0	5.101	0.39208000000000004	0.159	1.222	28.0	40.739000000000004	0.6873100000000001	0.508	0.942	9.0	16.699	0.53897	0.324	0.941	1.2796	0.72404	1.475	0.11268	0.78551	0.1018	[]
AC007040.11	ENST00000606025	True	5.0	8.9646	0.55775	0.29	1.171	61.0	86.141	0.70814	0.575	0.876	37.0	35.611999999999995	1.039	0.798	1.367	1.2341	0.98269	-0.1821	0.0036994	0.8559399999999999	0.14035999999999998	[]
AC007204.1	ENST00000595282	True	1.0	1.2552	0.79668	0.234	1.867	28.0	26.945999999999998	1.0391	0.769	1.424	13.0	9.7848	1.3286	0.853	1.877	0.2123	-0.073679	-0.80475	0.10730999999999999	0.60593	0.28676	[]
AC007401.2	ENST00000406220	True	3.0	1.7414	1.7227	0.608	1.939	33.0	35.176	0.9381299999999999	0.71	1.254	14.0	15.927999999999999	0.8789399999999999	0.579	1.373	-0.88884	0.13312000000000002	0.37828	0.0028984	0.36925	0.62785	[]
AC007421.1	ENST00000593717	True	0.0	0.0	0.0	0.0	0.0	1.0	0.97557	1.025	0.268	1.895	1.0	0.39639	2.5228	0.362	1.933	0.0	-0.008973100000000001	-0.75062	0.0	0.0	0.0	"[""no_exp_lof""]"
AC007557.1	ENST00000456163	True	0.0	1.752	0.0	0.0	1.451	34.0	44.375	0.7662	0.582	1.02	12.0	15.261	0.78632	0.503	1.274	1.2336	0.56502	0.65358	0.4872	0.43911999999999995	0.073685	[]
AC007952.5	ENST00000428928	True	0.0	2.0822	0.0	0.0	1.314	54.0	87.699	0.61574	0.494	0.772	22.0	34.617	0.63552	0.453	0.907	1.3448	1.3055	1.679	0.52396	0.41738000000000003	0.058658	[]
AC007956.1	ENST00000338772	True	3.0	2.8101	1.0676	0.452	1.875	56.0	57.31399999999999	0.97708	0.787	1.221	34.0	23.973000000000003	1.4183	1.076	1.838	-0.10558	0.06295	-1.6034	0.0059434	0.50772	0.48633000000000004	[]
AC008060.7	ENST00000401499	True	3.0	2.4416	1.2287	0.5	1.904	54.0	59.657	0.9051799999999999	0.726	1.135	20.0	23.434	0.85345	0.599	1.24	-0.33302	0.26569	0.5554600000000001	0.0046836000000000004	0.45921000000000006	0.5361	[]
AC008132.13	ENST00000342005	True	0.0	0.0	0.0	0.0	0.0	76.0	61.306999999999995	1.2397	1.029	1.5	23.0	26.645	0.8632	0.62	1.223	0.0	-0.68075	0.55288	0.0	0.0	0.0	"[""no_exp_lof""]"
AC008267.1	ENST00000600021	True	0.0	0.0	0.0	0.0	0.0	9.0	4.4677	2.0145	1.034	1.965	3.0	2.0335	1.4753	0.561	1.927	0.0	-0.7779	-0.53064	0.0	0.0	0.0	"[""no_exp_lof""]"
AC008271.1	ENST00000436967	True	2.0	4.7734	0.41899	0.17	1.298	45.0	55.29	0.81389	0.64	1.043	19.0	20.253	0.93815	0.653	1.376	1.1831	0.50205	0.21791	0.099037	0.78037	0.12059	[]
AC008372.1	ENST00000596936	True	1.0	0.073792	13.552	0.429	1.946	0.0	0.26874000000000003	0.0	0.0	1.869	1.0	0.15035	6.6511	0.412	1.944	-3.1777	0.18805999999999998	-1.7156	0.056746000000000005	0.49841	0.44483999999999996	[]
AC008394.1	ENST00000445770	True	1.0	0.79199	1.2626	0.295	1.909	29.0	39.224000000000004	0.73935	0.55	1.008	15.0	14.847000000000001	1.0103	0.675	1.549	-0.21784	0.59221	-0.031025	0.084823	0.56953	0.34565	[]
AC008686.1	ENST00000397557	True	2.0	1.4262	1.4024	0.447	1.92	20.0	21.895	0.91346	0.642	1.327	6.0	7.1481	0.8393799999999999	0.457	1.604	-0.44783	0.1469	0.33621999999999996	0.018434	0.50793	0.47363999999999995	[]
AC009041.2	ENST00000601510	True	0.0	0.0	0.0	0.0	0.0	3.0	2.5432	1.1796	0.487	1.897	0.0	1.6319	0.0	0.0	1.501	0.0	-0.10393	1.0002	0.0	0.0	0.0	"[""no_exp_lof""]"
AC009065.1	ENST00000454671	True	7.0	4.4434	1.5754	0.821	1.939	91.0	94.118	0.9668700000000001	0.815	1.151	49.0	40.753	1.2024	0.955	1.525	-1.1303	0.11660999999999999	-1.0115	3.0443000000000002e-06	0.1034	0.89659	[]
AC009365.3	ENST00000332558	True	1.0	2.0862	0.47933000000000003	0.162	1.725	65.0	78.399	0.82909	0.678	1.019	26.0	32.732	0.79433	0.581	1.102	0.70089	0.54898	0.9212799999999999	0.15646	0.64744	0.1961	[]
AC009403.2	ENST00000401694	True	2.0	1.9236	1.0397	0.375	1.884	30.0	41.228	0.7276699999999999	0.543	0.987	11.0	14.511	0.7580600000000001	0.476	1.254	-0.051315999999999994	0.63436	0.7215699999999999	0.024871	0.56896	0.40617	[]
AC009802.1	ENST00000599868	True	0.0	0.0	0.0	0.0	0.0	6.0	8.7201	0.68806	0.376	1.352	4.0	2.9417	1.3598	0.604	1.917	0.0	0.33416999999999997	-0.48313	0.0	0.0	0.0	"[""no_exp_lof""]"
AC009892.10	ENST00000456337	True	2.0	0.5916399999999999	3.3805	0.603	1.953	25.0	32.625	0.7662899999999999	0.557	1.07	15.0	15.399000000000001	0.97409	0.651	1.496	-1.7064	0.48428000000000004	0.079591	0.010684	0.40221	0.58711	[]
AC010327.2	ENST00000598855	True	0.0	0.0	0.0	0.0	0.0	110.0	85.88600000000001	1.2808	1.096	1.501	44.0	37.957	1.1592	0.91	1.49	0.0	-0.94395	-0.7679699999999999	0.0	0.0	0.0	"[""no_exp_lof""]"
AC010336.1	ENST00000539278	True	8.0	7.0913	1.1281	0.653	1.82	163.0	164.54	0.99065	0.871	1.128	75.0	73.125	1.0256	0.85	1.243	-0.31801	0.04349	-0.17171	2.7608999999999997e-06	0.18122	0.81877	[]
AC010441.1	ENST00000600109	True	6.0	3.6377	1.6494	0.801	1.944	65.0	67.006	0.97006	0.793	1.193	30.0	29.601999999999997	1.0134	0.757	1.375	-1.1543	0.088924	-0.057245000000000004	1.5762999999999998e-05	0.13912	0.86087	[]
AC010536.1	ENST00000538868	True	0.0	0.0	0.0	0.0	0.0	192.0	161.55	1.1885	1.056	1.34	87.0	69.806	1.2463	1.047	1.49	0.0	-0.8691200000000001	-1.6113	0.0	0.0	0.0	"[""no_exp_lof""]"
AC010646.3	ENST00000594059	True	1.0	0.66935	1.494	0.314	1.918	10.0	8.9051	1.123	0.688	1.783	9.0	3.769	2.3879	1.117	1.973	-0.37666	-0.13310999999999998	-2.1096	0.079453	0.5585100000000001	0.36204000000000003	[]
AC011239.1	ENST00000430988	True	2.0	1.7493	1.1433	0.398	1.899	42.0	51.604	0.81389	0.635	1.053	18.0	20.764	0.8668600000000001	0.598	1.285	-0.17669	0.48502	0.47498999999999997	0.022442	0.54797	0.42958999999999997	[]
AC011294.3	ENST00000451905	True	3.0	2.165	1.3857	0.54	1.92	33.0	36.566	0.90249	0.683	1.207	14.0	12.99	1.0778	0.71	1.659	-0.52885	0.21391	-0.21943000000000001	0.0038909999999999995	0.42308999999999997	0.57302	[]
AC011308.1	ENST00000601086	True	0.0	0.0	0.0	0.0	0.0	5.0	5.8208	0.85898	0.445	1.687	4.0	2.1874	1.8287	0.718	1.947	0.0	0.12343	-0.9595600000000001	0.0	0.0	0.0	"[""no_exp_lof""]"
AC011366.3	ENST00000523446	True	0.0	1.2242	0.0	0.0	1.653	20.0	21.881999999999998	0.914	0.642	1.328	5.0	8.5609	0.58405	0.304	1.226	1.0312	0.14595	0.9528700000000001	0.42686999999999997	0.46871	0.10442	[]
AC011475.1	ENST00000430975	True	1.0	0.47541000000000005	2.1034	0.348	1.929	9.0	8.5605	1.0513	0.63	1.74	2.0	2.8257	0.7077899999999999	0.279	1.766	-0.70906	-0.054492	0.38458000000000003	0.071452	0.54005	0.3885	[]
AC011484.1	ENST00000377652	True	0.0	0.0	0.0	0.0	0.0	121.0	127.1	0.9520299999999999	0.821	1.107	49.0	66.398	0.73797	0.586	0.936	0.0	0.1962	1.6717	0.0	0.0	0.0	"[""no_exp_lof""]"
AC011500.1	ENST00000396843	True	4.0	3.8555	1.0375	0.492	1.849	69.0	80.148	0.8609	0.708	1.052	16.0	33.469	0.47805	0.323	0.726	-0.06858	0.45176000000000005	2.3642	0.0015236	0.458	0.5404800000000001	[]
AC011530.4	ENST00000596586	True	2.0	7.9027	0.25308	0.102	0.797	66.0	70.348	0.93819	0.768	1.152	43.0	32.37	1.3284	1.039	1.707	1.9569	0.18807000000000001	-1.4629	0.28449	0.6954899999999999	0.020021	[]
AC011897.1	ENST00000581929	True	4.0	5.2478	0.76222	0.372	1.638	61.0	86.59200000000001	0.70445	0.572	0.872	24.0	37.933	0.63269	0.457	0.89	0.50765	0.99772	1.7712	0.0035796	0.63925	0.35717	[]
AC011997.1	ENST00000409845	True	5.0	3.5109	1.4241	0.68	1.924	13.0	21.905	0.5934699999999999	0.385	0.944	3.0	6.2137	0.48281	0.219	1.24	-0.7406699999999999	0.69024	1.0094	0.0001382	0.24585	0.7540100000000001	[]
AC012123.1	ENST00000426194	True	2.0	4.4956	0.44488	0.18	1.366	77.0	64.42699999999999	1.1951	0.993	1.445	43.0	26.138	1.6451	1.276	1.941	1.0969	-0.56825	-2.5823	0.088412	0.77293	0.13865999999999998	[]
AC012215.1	ENST00000437887	True	0.0	0.0	0.0	0.0	0.0	26.0	46.396	0.5604	0.41	0.778	13.0	16.141	0.80543	0.523	1.28	0.0	1.0863	0.61203	0.0	0.0	0.0	"[""no_exp_lof""]"
AC012313.1	ENST00000601382	True	2.0	2.2287	0.89738	0.337	1.853	126.0	122.82	1.0259	0.887	1.189	64.0	64.753	0.9883700000000001	0.807	1.217	0.14277	-0.10417	0.073296	0.029605000000000003	0.60423	0.36617	[]
AC012360.1	ENST00000595481	True	0.0	0.07929299999999999	0.0	0.0	1.892	0.0	0.28042	0.0	0.0	1.868	0.0	0.10482999999999999	0.0	0.0	1.889	0.26243	0.19211	0.2535	0.29594000000000004	0.49862	0.20544	"[""no_variants""]"
AC012493.2	ENST00000595083	True	0.0	0.0	0.0	0.0	0.0	17.0	17.049	0.9971200000000001	0.681	1.493	8.0	5.9913	1.3353	0.757	1.902	0.0	0.0043117	-0.6425	0.0	0.0	0.0	"[""no_exp_lof""]"
AC013449.1	ENST00000599234	True	0.0	0.0	0.0	0.0	0.0	85.0	81.176	1.0471	0.878	1.254	33.0	32.53	1.0145	0.768	1.356	0.0	-0.15397	-0.064581	0.0	0.0	0.0	"[""no_exp_lof""]"
AC013468.1	ENST00000424876	True	0.0	0.0	0.0	0.0	0.0	2.0	5.742	0.34831	0.141	1.093	5.0	3.2074	1.5589	0.721	1.936	0.0	0.56652	-0.78367	0.0	0.0	0.0	"[""no_exp_lof""]"
AC015987.2	ENST00000416501	True	1.0	1.3996	0.71449	0.218	1.849	31.0	30.438000000000002	1.0185	0.764	1.374	15.0	11.072000000000001	1.3548	0.896	1.878	0.31479	-0.036981	-0.92437	0.11505	0.61543	0.26952	[]
AC015989.1	ENST00000400312	True	0.0	0.0	0.0	0.0	0.0	0.0	1.1836	0.0	0.0	1.666	0.0	0.1544	0.0	0.0	1.883	0.0	0.39469	0.30765	0.0	0.0	0.0	"[""no_exp_lof"",""no_variants""]"
AC015989.2	ENST00000593319	True	0.0	0.0	0.0	0.0	0.0	17.0	16.669	1.0198	0.697	1.526	9.0	5.7049	1.5776	0.891	1.94	0.0	-0.029398	-1.0801	0.0	0.0	0.0	"[""no_exp_lof""]"
AC016251.1	ENST00000378936	True	2.0	3.7968	0.52676	0.213	1.547	44.0	66.221	0.6644399999999999	0.521	0.854	20.0	26.965	0.7417100000000001	0.521	1.078	0.8594	0.9906299999999999	1.0501	0.06528400000000001	0.7412	0.19351	[]
AC016586.1	ENST00000535853	True	0.0	0.0	0.0	0.0	0.0	61.0	61.06	0.9990100000000001	0.812	1.236	25.0	25.813000000000002	0.9685	0.705	1.353	0.0	0.0027969	0.12531	0.0	0.0	0.0	"[""no_exp_lof""]"
AC016745.1	ENST00000440617	True	0.0	0.0	0.0	0.0	0.0	12.0	8.5364	1.4057	0.88	1.908	7.0	2.8835	2.4276	1.028	1.97	0.0	-0.43006000000000005	-1.898	0.0	0.0	0.0	"[""no_exp_lof""]"
AC016757.3	ENST00000409070	True	3.0	1.4594	2.0557	0.658	1.948	67.0	87.07	0.7695	0.631	0.943	22.0	33.549	0.65575	0.468	0.936	-1.1885	0.78027	1.5612	0.002366	0.33496	0.66268	[]
AC016885.1	ENST00000598428	True	1.0	0.53433	1.8715	0.337	1.926	6.0	14.413	0.4163	0.227	0.822	2.0	6.3207	0.31642	0.128	0.995	-0.5937100000000001	0.80389	1.3456	0.07381900000000001	0.54579	0.38039	[]
AC017028.1	ENST00000396489	True	3.0	3.2187	0.93206	0.406	1.832	44.0	53.028	0.82975	0.651	1.067	22.0	19.453	1.1309	0.807	1.608	0.1136	0.44977	-0.45216999999999996	0.007650199999999999	0.56092	0.43143000000000004	[]
AC017104.2	ENST00000370380	True	3.0	2.8854	1.0397	0.443	1.868	52.0	55.79600000000001	0.93196	0.745	1.174	26.0	21.745	1.1957	0.875	1.651	-0.062876	0.18438	-0.71437	0.0062323	0.51761	0.47615	[]
AC018470.1	ENST00000595354	True	5.0	10.373	0.48203999999999997	0.251	1.013	142.0	194.12	0.73151	0.637	0.841	51.0	89.72399999999999	0.5684100000000001	0.453	0.718	1.5547	1.3571	3.2008	0.0067486	0.92224	0.071008	[]
AC018755.1	ENST00000301439	True	3.0	5.0132	0.59842	0.271	1.493	93.0	134.39	0.69201	0.584	0.822	45.0	54.588	0.82435	0.648	1.057	0.83798	1.2953	1.0161	0.020213	0.75751	0.22228	[]
AC018816.3	ENST00000449914	True	6.0	5.4059	1.1099	0.594	1.843	41.0	43.391999999999996	0.9448799999999999	0.735	1.226	16.0	17.382	0.9204700000000001	0.622	1.397	-0.23814000000000002	0.13172999999999999	0.25961	6.4668e-05	0.29459	0.70534	[]
AC018867.1	ENST00000396985	True	0.0	0.0	0.0	0.0	0.0	6.0	7.9013	0.75937	0.414	1.48	3.0	2.1139	1.4192	0.548	1.923	0.0	0.24538000000000001	-0.4772	0.0	0.0	0.0	"[""no_exp_lof""]"
AC018867.2	ENST00000595956	True	0.0	0.81167	0.0	0.0	1.771	13.0	20.87	0.6228899999999999	0.405	0.99	2.0	6.4319	0.31095	0.126	0.978	0.8396399999999999	0.6249899999999999	1.3682	0.37916	0.48577	0.13507	[]
AC019171.1	ENST00000601251	True	2.0	2.7902	0.7168	0.282	1.772	86.0	118.02	0.7287100000000001	0.611	0.872	56.0	57.396	0.97567	0.786	1.219	0.44088	1.0692	0.1443	0.040064999999999996	0.66282	0.29711	[]
AC019206.1	ENST00000599032	True	0.0	0.015776	0.0	0.0	1.898	9.0	8.3412	1.079	0.646	1.765	1.0	2.2489	0.44466000000000006	0.151	1.685	0.11706	-0.08275	0.65203	0.28894000000000003	0.49853000000000003	0.21253000000000002	[]
AC019294.1	ENST00000543887	True	0.0	0.0	0.0	0.0	0.0	88.0	88.825	0.99072	0.833	1.183	41.0	41.119	0.99711	0.776	1.294	0.0	0.031744999999999995	0.014512	0.0	0.0	0.0	"[""no_exp_lof""]"
AC020907.1	ENST00000313865	True	0.0	0.0	0.0	0.0	0.0	79.0	87.911	0.89864	0.748	1.084	33.0	34.835	0.94732	0.717	1.267	0.0	0.34478000000000003	0.24343	0.0	0.0	0.0	"[""no_exp_lof""]"
AC020922.1	ENST00000539076	True	0.0	0.0	0.0	0.0	0.0	59.0	76.32600000000001	0.773	0.626	0.96	31.0	32.126999999999995	0.96491	0.724	1.302	0.0	0.71945	0.15574000000000002	0.0	0.0	0.0	"[""no_exp_lof""]"
AC021218.2	ENST00000377722	True	2.0	3.4574	0.5784699999999999	0.232	1.632	123.0	121.03	1.0163	0.877	1.18	52.0	50.38	1.0322	0.825	1.3	0.73047	-0.064912	-0.17870999999999998	0.055777	0.7189800000000001	0.22524	[]
AC021860.1	ENST00000436901	True	0.0	0.0	0.0	0.0	0.0	47.0	47.956	0.9800700000000001	0.775	1.25	26.0	22.688000000000002	1.146	0.839	1.587	0.0	0.050062999999999996	-0.54445	0.0	0.0	0.0	"[""no_exp_lof""]"
AC022400.2	ENST00000595757	True	0.0	0.1148	0.0	0.0	1.888	54.0	49.567	1.0894	0.874	1.367	25.0	23.967	1.0431	0.759	1.456	0.31578	-0.22841	-0.16519	0.29986999999999997	0.49858	0.20154	[]
AC022431.2	ENST00000438651	True	3.0	4.9773	0.6027399999999999	0.273	1.502	38.0	48.468999999999994	0.78401	0.604	1.028	18.0	17.842	1.0089	0.696	1.494	0.82599	0.5455300000000001	-0.029337000000000002	0.019863	0.75445	0.22569	[]
AC022498.1	ENST00000392468	True	0.0	0.0	0.0	0.0	0.0	62.0	73.758	0.8405799999999999	0.684	1.039	21.0	32.159	0.6530100000000001	0.462	0.94	0.0	0.49668999999999996	1.5406	0.0	0.0	0.0	"[""no_exp_lof""]"
AC022532.1	ENST00000420338	True	2.0	3.8684	0.5170100000000001	0.209	1.528	73.0	87.895	0.83054	0.687	1.009	32.0	38.665	0.8276100000000001	0.624	1.112	0.88533	0.5763699999999999	0.83925	0.067427	0.74532	0.18725	[]
AC023469.1	ENST00000409243	True	4.0	4.3897	0.91122	0.439	1.784	30.0	41.684	0.7197	0.537	0.976	10.0	15.727	0.6358600000000001	0.391	1.079	0.17335	0.65651	1.1306	0.0021495999999999998	0.5291399999999999	0.46871	[]
AC023590.1	ENST00000366457	True	0.0	0.8529100000000001	0.0	0.0	1.761	18.0	16.886	1.0659	0.736	1.574	2.0	5.2847	0.37845	0.154	1.183	0.8607100000000001	-0.098304	1.1187	0.38392	0.48435	0.13172	[]
AC023632.1	ENST00000391679	True	0.0	0.0	0.0	0.0	0.0	15.0	32.306999999999995	0.46429	0.31	0.715	10.0	12.501	0.79996	0.492	1.355	0.0	1.1046	0.55373	0.0	0.0	0.0	"[""no_exp_lof""]"
AC024580.1	ENST00000376271	True	2.0	5.6651	0.35304	0.143	1.107	44.0	91.354	0.48163999999999996	0.377	0.619	15.0	33.391	0.44922	0.3	0.692	1.4351	1.7973	2.4918	0.13917000000000002	0.78562	0.07520700000000001	[]
AC024592.12	ENST00000586349	True	3.0	4.9365	0.6077199999999999	0.275	1.511	101.0	112.03	0.9015299999999999	0.766	1.064	39.0	47.628	0.81885	0.633	1.07	0.81229	0.37809	0.9788100000000001	0.019471000000000002	0.75092	0.22960999999999998	[]
AC024940.1	ENST00000313737	True	0.0	0.0	0.0	0.0	0.0	71.0	95.81299999999999	0.74103	0.611	0.903	33.0	42.707	0.77271	0.585	1.033	0.0	0.91961	1.1629	0.0	0.0	0.0	"[""no_exp_lof""]"
AC025278.1	ENST00000377296	True	0.0	0.0	0.0	0.0	0.0	26.0	34.88	0.74542	0.545	1.034	14.0	15.325999999999999	0.91348	0.602	1.426	0.0	0.5454600000000001	0.26519000000000004	0.0	0.0	0.0	"[""no_exp_lof""]"
